date,processed_text,sentiment_score,message_frequency,message_length,average_message_length,word_count
2/5/2011,", got call another hourly trading floor us enron online looking hourly deal cinergy . said seen anything month . think guy put tne number back , looking . vega ? regard , jeff 713-647-8802",1,2,188.0,94.0,35.0
6/6/2010,"first week , thinkbank 's idea vault received 35 idea world ! idea n't sitting -- oh , . connection made , dialogue started , thing happening thinkbank . 's interest rate ? come thinkbank today . ask question all-employee meeting last month answered ? take look emeet . 've posted response question meeting , well another anonymous question office chairman . see `` office chairman '' category emeet . stop espeak archive see discussed cindy olson 's enronoptions event . great question , great answer . 're transcript espeak .",1,5,527.0,105.4,91.0
6/2/2011,", got message form bobbette regarding pricing hourly index . know guy busy day get chance please give call discus subscription going happy hour . reach 713-647-8802. regard , jeff maack 713-647-8802",1,4,198.0,49.5,32.0
7/23/2010,please join congratulating following east power team member recently announced promotion : rogers herndon ( director vp ) dana davis ( director vp ) rob benson ( manager director ) doug gilbert-smith ( manager director ) terri clynes ( manager director ) john llodra ( manager director ) matt lohrenz ( sr. specialist manager ) chris dorland ( associate manager ) doug sewell ( associate manager ) gautam gupta ( associate manager ) carla compean ( analyst analyst iii ) dave ryan ( sr. specialist manager-trading support ) kayne coulter ( sr. specialist manager-trading support ) larry valderrama ( sr. specialist manager-trading support ) jason choate ( specialist sr. specialist ) tamara black ( asst . admin ii sr. admin ),1,5,726.0,145.2,121.0
1/15/2011,"last year played mandatory tight end . want continue thus start 1 qb , 2 rb , 3wrs , 1 te , 1 k , 1 def ? also , need know would prefer determine draft order prior draft . would prefer b/c give opportunity plan trade pick . let know . eric",1,4,239.0,59.75,53.0
11/22/2011,"good day : attached monthly tradespark so2 otc nox market price index february 2001. please give u call question comment regarding bulletin . note : attached bulletin adobe acrobat 4.0. adobe acrobat reader version 4.0 , go url download free software . http : //www.adobe.com/products/acrobat/readstep.html thank , joshua piver trade spark 212-938-4250 -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- - would prefer receive message : 1. click reply button . 2. replace subject field word remove . 3. click send button . receive one additional e-mail message confirming removal . - 022301so2nox.mpi.pdf",1,6,658.0,109.66666666666667,120.0
1/21/2011,http : //www.hyatt.com/usa/san_diego/hotels/photo_a_sanis.html new hotel - hyatt islandia flight number # 1133,1,3,110.0,36.666666666666664,12.0
9/9/2010,"entergy 's new oasis node available . url new node http : //oasis.e-terrasolutions.com/oasis/ees link old entergy oasis site provided main direct customer new oasis site provided esca . old oasis site bookmarked , please delete old bookmark , create new one using url . new request submitted old oasis node denied . customer difficulty accessing entergy 's new oasis site contact entergy system operation 870 541 3977 .",-1,3,419.0,139.66666666666666,68.0
6/15/2010,reminder unify gas system unavailable today 6:00 p.m. saturday 8:00 p.m. due server / database maintenance .,0,1,108.0,108.0,17.0
7/19/2010,rao : please add acronym p & l price sheet `` city garland . '' listed ercot section price sheet . acronym follows : `` dgg . '' thanks help recent addition .,1,4,158.0,39.5,33.0
8/1/2011,http : //eastpower.dev.corp.enron.com/portal/default.aspx,0,1,57.0,57.0,3.0
7/30/2011,calendar september 7 looking forward . thanks . charla stuart @ enron 05/22/2000 01:59 pm,1,6,89.0,14.833333333333334,15.0
12/19/2010,": case n't arrived time leave wanted fill tonight 's activity . jd explained mheb relationship move power . result moved 100mw mheb aeci 7 & 8 ( tag dpl8643 ) . sure notice huge profit raked deal . 100 mw could give ( originally told u 200 2 called cut 100 ) put deal service p & l mheb n't empower deal n't know book put . tonight case need go detail . thanks , andrew",1,4,369.0,92.25,77.0
8/17/2011,", joe guy definitely want consider . fact , wanted bring group , hiring freeze change occurring group n't know would able bring . anyway , wanted give feedback . hope n't get drowned weekend ! ! take care , john",1,5,211.0,42.2,41.0
1/30/2011,whats skinny tonight ?,0,2,22.0,11.0,4.0
9/13/2010,,0,5,,,
2/9/2010,life busy enron literally receive hundred e : mail every week . best way communicate priority issue . looked proposal would interested learning . provide detail beyond presentation ? background experience ? provide information company ? confirmcorp @ aol.com 08/01/2000 09:16:40,1,1,278.0,278.0,41.0
5/3/2011,", creating storage space legacy system would like take database hour . enpower production database dec 29 , 2001 6pm dec 30 , 2001 6am ( central time ) contact info enpower call dba pager :1-888-993-3793 enpower 2nd call pager : 1-88-993-3795 enpower call phone : 1-713-553-3758 portcalc call pager : 713-327-4356 curve manager call pager :713-707-3829 please call x 5-7926 , question . -shiva enpower support pager:713-327-2750 .",1,4,430.0,107.5,69.0
9/16/2010,please take bid kennison,1,3,24.0,8.0,4.0
10/5/2011,"[ image ] [ image ] [ image ] [ image ] [ image ] [ image ] [ image ] [ image ] copyright ? 2001 columbiahouse.com right reserved . [ image ] [ image ] columbia house special offer mail exclusive service club member . wish unsubscribe email , click update email preference reply message `` unsubscribe '' subject line . subscribed don.baughman @ enron.com . ensure `` unsubscribe process '' completed successfully please allow 2 week . apologize interim email received updating record . thank shopping columbiahouse.com .",1,3,521.0,173.66666666666666,91.0
12/15/2010,"thanks hospitality . always enjoy whooping little chess . plan new year ? love , e '' larry w. bass '' < lwbthemarine @ bigplanet.com > 12/27/2000 09:17:32",1,5,155.0,31.0,28.0
6/18/2011,lot comment several question . specifically e & ask ?,0,3,53.0,17.666666666666668,10.0
10/13/2010,thanks note . copy patti reply ask set u lunch back london . -- sally,1,6,69.0,11.5,15.0
2/12/2010,yep 've got bmore -3 chad landry 01/26/2001 10:26,1,3,49.0,16.333333333333332,9.0
8/28/2010,thanks note . glad kristin getting together . -- sally : ashley worthing @ enron 02/21/2001 08:40,1,8,97.0,12.125,17.0
10/25/2011,would take terry glenn charlie garner fred taylor ?,0,3,51.0,17.0,9.0
9/9/2011,"also cell phone u : david 713-299-1436 sally 713-417-1591 hope little warmer weather fort lauderdale ! ! game wednesday evening - sightseeing day wednesday . back office thursday afternoon . love , sally",1,7,203.0,29.0,33.0
12/9/2011,[ image ] shop mvp.sportsline.com,0,3,33.0,11.0,5.0
7/17/2010,"office day friday . dad experiecing serious health problem , houston friday appointment specialist arranged . going doctor 's appointment dad . depending upon waiting room time , may office 1:30 meeting eb3305 discus finding recent internal audit project . asked shona wilson attend place . please continue meeting , know difficult meeting schedule . get update shona get back office .",-1,2,385.0,192.5,62.0
5/5/2010,two fist logins . id password epmi01 sw98kthr epmi02 gchzjrqg id password case sensitive . aware fist tool still bug worked nerc . bill rust,0,3,140.0,46.666666666666664,25.0
3/26/2010,"heard adjuster today give call update . sean patrick tracey clark , depew & tracey 440 louisiana , 16th floor houston , texas 77002 713-757-1400 713-759-1217 ( fax ) board certified-personal injury trial law-texas board legal specialization specialist civil trial law-national board trial advocacy --",-1,4,300.0,75.0,45.0
8/6/2010,http : //eastpower.dev.corp.enron.com/portal/default.aspx,0,8,57.0,7.125,3.0
11/9/2010,mcnown toomer horn culpepper,0,3,28.0,9.333333333333334,4.0
10/27/2010,hey ! ! 's going ? weekend ? busy new company stuff kick ? angie msn photo easiest way share print photo : click,1,5,112.0,22.4,24.0
10/10/2010,http : //espn.go.com/recruiting/s/2000toprbs.html,0,3,49.0,16.333333333333332,3.0
1/2/2010,"melissa , accrual value q1 . detail follow . jan - $ 266,504 feb- $ 289,305 mar - $ 292,145 eric enron north america corp. : melissa graf 04/07/2000 01:51 pm",1,5,157.0,31.4,31.0
4/8/2011,"go getting logon id password ? seem deleted e-mail sent . thanks , eric bass x30977",1,2,83.0,41.5,16.0
10/11/2011,"met today w/ causey sally discus doorstep going forward . following goal process . rick carson co-ordinate rac 's effort area pulling rac people required . - rac participate review determine office inspected frequency - rac help design participate required inspection - able see , rac website , list office , list office requiring inspection , office inspected , finding inspection follow-up finding . - follow happening , `` red flagged '' reminder notice issued via email . huge effort going forward . one ball dropped . let know thought . rick",1,6,546.0,91.0,92.0
11/17/2010,"appreciate time took yesterday getting speed business process establishing risk operation . hope found meeting useful checklist meant serve overview point need addressed transaction entered . wondering meeting carole , milind , heidi , yet scheduled friday . time , think need lay road map checklist item addressed best help . regard shona",1,2,339.0,169.5,53.0
10/15/2010,check http : //www.ask.com/main/metaanswer.asp ? metaengine=directhit & origin=0 & metaurl=h ttp % 3a % 2f % 2fask % 2edirecthit % 2ecom % 2ffcgi % 2dbin % 2fredirurl % 2efcg % 3furl % 3dhttp % 3 % 2f % 2fwww % 2evacation % 2dhotline % 2ecom % 2fresorts % 2ehtm % 26qry % 3dall % 2binclusive % 2bvacations % 26rnk % 3d1 % 26src % 3ddh % 5fask % 5fsrch & qcategory=trvl & metatopic=guide+t o+all % 2dinclusive+resorts & itemordinal=0 & logqid=bdef7ef8421a274a929f262e6229d01 & sv=218 & back=http % 3a % 2f % 2fwww % 2eask % 2ecom % 2fmain % 2faskjeeves % 2easp % 3fask % 3dal l % 2binclusive % 2bvacations % 26origin % 3d0 % 26site % 5fname % 3djeeves % 26metasearch % 3dy e % 26ads % 3d http : //www.palaceresorts.com,0,4,717.0,179.25,131.0
9/21/2010,"popular vote , draft take place noon 8/20 bw-3 rice village .",1,5,61.0,12.2,12.0
2/18/2011,need find much balance tv - let know,0,6,36.0,6.0,8.0
1/28/2011,running back suck - want harrison ? rb wr ( carter ),-1,3,52.0,17.333333333333332,12.0
1/20/2010,"donna richard , information tracking database report archive . john",0,1,67.0,67.0,10.0
11/24/2011,schedule interview held next week . question please let know . monday 8th eb3127 bruno messer 2:30-kayne 3:00-don 3:30-juan 4:00-larry wednesday 10th eb3127 john jamroz 2:30-larry 3:00-juan 3:30-don 4:00-kayne thursday 11th eb3125b brad orosey 2:30-kayne 3:00-don 3:30-juan 4:00-larry thursday 11th eb3127 eric blair 2:30-larry 3:00-juan 3:30-don 4:00-kayne thank lisa shoemake x39194 thanks lisa shoemake x39194,1,1,412.0,412.0,55.0
12/25/2010,approved . sally beck,1,7,21.0,3.0,4.0
10/28/2011,would like request march 15-16th ( thur . & fri. ) . please let know problem - 'm coordinating plan w/ another family .,1,7,119.0,17.0,24.0
11/17/2011,", completed prc evaluation form due today following people : power steve gim juan padron joe wagner seung taek - oh paul schiavone - although eligle formally ranked , evaluation still completed . gas darren espey mog heu jason wolfe rgds , karen .",0,1,247.0,247.0,44.0
3/26/2010,"mcnabb , toomer , autry warner . least give chance rest year",1,4,60.0,15.0,12.0
10/8/2011,", larry campbell forwarded resume . attached please find resume case n't chance look . permission would like see trading desk operation . available memorial weekend evening work week , ok . thank kp",1,5,198.0,39.6,34.0
7/30/2010,approved . pls process . thanks . sally beck,1,5,44.0,8.8,9.0
5/10/2010,make game tonight . please try get game early possible ( 6:15-6:30 ) practice little . eight pending luis ' friend . let know anything come game time prevent attendance .,1,4,170.0,42.5,31.0
11/30/2010,"ted , checked sally say wednesday , may 31 good lunch & look forward seeing . patti",1,5,83.0,16.6,17.0
12/29/2010,"joya , put sally 's calendar . patti",0,8,36.0,4.5,8.0
10/17/2010,g hfbhfgh fg,0,3,12.0,4.0,3.0
8/16/2010,"hey guy , power team ( ce ) made u change password checkout . new info follows : user id : enron @ enron new password : enron1 http : //www.pwrteam.com/tieout please contact on-line tie administrator 610-765-6631 tieoutadministrator @ pwrteam.com problem . -carrie",-1,3,264.0,88.0,43.0
7/12/2011,"hey , 's ? good week ? danielle samson < danielles @ jonesgranger.com > 02/16/2000 03:28:47",1,4,91.0,22.75,16.0
4/2/2010,tom going happiest money - whatever net money happy enron capital management : david baumbach 12/28/2000 09:26,1,2,110.0,55.0,17.0
3/27/2011,< < cinergyhourlytablenov20.xls > > lisa lawson market editor platts - megawatt daily 713 939-5802 lisa_lawson @ platts.com - cinergyhourlytablenov20.xls,0,6,153.0,25.5,20.0
9/28/2011,"get back official distribution list . , forwarding weekly report . -- sally",0,1,75.0,75.0,13.0
4/9/2010,"updated transmission rate table located following file ... : electriceast volume mgmttransmissiontransmission rate please forward along anyone would find helpful . thanks , michael x35098",1,6,187.0,31.166666666666668,25.0
2/25/2010,trade pg & e notice . kayne,0,6,27.0,4.5,7.0
1/25/2011,"jeff told looking historicals cinergy comed . change , one looking number ! attached cinergy . comed cinergy feb. send little later . ellen clardy , ph.d. power market analyst tradersnews 713/647-6603 ellen.clardy @ ipgdirect.com - cin august.zip - cin september.zip - aep october.zip - aep november.zip - cin january.zip",1,6,321.0,53.5,50.0
2/10/2011,approved . sally beck,1,5,21.0,4.2,4.0
7/4/2010,"please find interview packet above-referenced candidate . interview occur tuesday january 16 , 2001. please print document reference . hardcopies resume delivered via runner . question , conflict schedule , please hesitate contact . shawn grady 58701",1,2,250.0,125.0,37.0
7/13/2011,"hey guy , talked kayne monday various contract mdea ensure continued 2002. koch , nrg , sepa carry . however , mike confirmed checkout , sepa flow weekend holiday sepa put tag without consulting u even though schedule change regularly . currently sepa schedule oati service contract book starting 01/07/2002 . make sure next day schedule sepa contract match oati sepa put new tag . last month n't place close attention scheduling sepa put tag entire month laura matched service book u . reference , january entergy oasis # wr mdea ( 30mw day ) : 1025604 ( daily nn-6 ) . happy new year ! carrie",1,6,594.0,99.0,107.0
7/2/2011,al 's formal wear ?,0,4,19.0,4.75,5.0
1/26/2010,http : //ecthou-webcl1.nt.ect.enron.com/gas/,0,3,44.0,14.666666666666666,3.0
8/14/2011,"attached actual form . totally blank one forward , actually done work evals disk . sending erase data use template . hope work !",1,2,128.0,64.0,24.0
8/14/2010,expected better reply bryan hull 06/29/2000 11:10,1,3,49.0,16.333333333333332,7.0
10/11/2010,following please find daily enrononline executive summary . < embedded picture ( metafile ) >,1,5,93.0,18.6,15.0
4/4/2011,"good day : attached monthly tradespark so2 otc nox market price index february 2001. please give u call question comment regarding bulletin . note : attached bulletin adobe acrobat 4.0. adobe acrobat reader version 4.0 , go url download free software . http : //www.adobe.com/products/acrobat/readstep.html thank , joshua piver trade spark 212-938-4250 -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- - would prefer receive message : 1. click reply button . 2. replace subject field word remove . 3. click send button . receive one additional e-mail message confirming removal . - 022301so2nox.mpi.pdf",1,3,658.0,219.33333333333334,120.0
1/22/2011,? ? http : //www.nationalreview.com/kopel/kopel110900.shtml - dave kopel nro.url,0,2,80.0,40.0,9.0
1/25/2011,"hello ejot- regret inform week 's conference call canceled . call reinstated next week though . attached please see contact list new number address . thanks , eddie",1,6,164.0,27.333333333333332,28.0
6/5/2010,,0,4,,,
11/27/2010,still want go lunch ? call . thanks lynn ( 7637 ),1,1,49.0,49.0,12.0
8/21/2010,"dear , user account activated learning management system . may log system using email address date birth login id/password . thank .",1,6,132.0,22.0,22.0
5/17/2010,"thanks nice note . fun , make even better ! -- sally : jeffrey mcmahon/enron @ enronxgate 01/16/2001 11:44",1,2,106.0,53.0,19.0
6/21/2010,"well guy filled 1/2 city block w/ concrete weekend 12,000 cubic yard , $ 750,000 worth , 67 mile side walk . cemex mark doggett territory manager 713-410-2267 send receive hotmail mobile device : click - dsc00006.jpg",0,2,216.0,108.0,37.0
4/8/2010,"-- -- -original appointment -- -- - : etienne , bernadette behalf butler , pam sent : tuesday , november 06 , 2001 1:35 pm",1,4,122.0,30.5,25.0
1/3/2010,original message encrypted using lotus note public private key security . encrypted message migrated microsoft exchange server .,1,4,128.0,32.0,18.0
8/2/2010,"kim , guy friend mine would great candidate hourly position , perhaps analyst program . experience trading cbot . please look resume . thanks , greg - m.pottsresume071801.doc",1,3,174.0,58.0,28.0
1/5/2010,- - levis.pps,0,2,13.0,6.5,3.0
10/9/2010,final pick 2nd third 2nd 4th,0,3,28.0,9.333333333333334,6.0
11/8/2011,received eei master power purchase sale agreement referenced cps dated listed . ash grove cement -6/5/2001 east bay municipal -6/13/2001 copy distributed legal credit .,1,1,168.0,168.0,25.0
10/6/2010,received executed eei master power purchase sale agreement dated 2/1/2001 referenced cp . copy distributed legal credit .,1,2,121.0,60.5,18.0
6/19/2010,"heading `` flowgate atc '' , select `` non-firm atc '' check atc flowgates `` cooper_s '' , `` ftcal_s '' , `` pri-byn '' . flowgates usually cause mapp-f request declined . also check specific path ( por pod ) heading `` contract path atc '' . http : //toinfo.oasis.mapp.org/oac/oac2/script/atcs.html",0,3,301.0,100.33333333333333,51.0
5/25/2010,"taking vote need redraw draft order . , said fair steve handed 6th slot . let know think . -eric",1,4,96.0,24.0,20.0
11/24/2010,winfield tchnology tommorrow demo software 2-3:30 p.m. room 3127 big room next t.jae . presence appreciated . jeff miller saw demo two week ago suggested atleast look . thanks kayne,1,5,181.0,36.2,30.0
6/19/2010,"please join u informal lunch friday , july 21st dining room eb50m . rick causey , enron 's executive lead analyst program , david haug , enron 's executive lead associate program , invited join u well . interested renewing acquaintance met campus getting know see interview process . hope enjoying summer assignment enron look forward opportunity visit lunch . please let know return e : mail able attend lunch .",1,3,412.0,137.33333333333334,71.0
9/15/2010,": attempted reaching morning ( left vmail message ) -confirming receipt email today meeting next wednesday ( 9/19 @ 10:00am ) office . look forward seeing discussing thoughts/ideas `` win-win '' business arrangement . chuck kaniuka director-sales 215-504-4288 , ext . 217",1,1,271.0,271.0,42.0
7/1/2011,thanks ! sure appreciate !,1,9,26.0,2.888888888888889,5.0
12/12/2011,attended three ase 's would happy visit opinion . ask patti schedule meeting . -- sally tim o'rourke @ enron 11/03/2000 08:29,1,6,125.0,20.833333333333332,22.0
12/12/2010,susan hour hand . need find solution . let 's meet monday assess issue phillip,1,2,78.0,39.0,15.0
2/22/2011,"hi , know since last email phone call , still interested position . therefore , going post position via human resource . ( going correct channel . ) wanted drop quick note send hr . still interested sitting desk couple hour learn . day would best quick visit ? hope well hope speak soon . sincerely , joe capasso",1,4,312.0,78.0,59.0
3/6/2010,everyone else paid front,0,6,24.0,4.0,4.0
4/12/2011,fyi,1,6,3.0,0.5,1.0
1/17/2011,thanks nice note . hope everyone team see promotion recognition value role perform . make easier attract retain talented people make job easier fun ! ask patti schedule time u get together back office next monday . good week . -- -sally thomas gros @ enron 01/16/2001 08:38,1,2,273.0,136.5,48.0
9/6/2010,"game 8:45 post oak ymca . post oak ymca outside loop corner san felipe augusta . eight , make sure let know ca n't make reason .",1,2,128.0,64.0,27.0
11/4/2011,"[ image ] nci marketing web alert lowermybills.com compare long distance rate save ! [ image ] [ image ] ? plus 100 free minute ? hidden fee ? contract ? catch ? limited time [ image ] compared & , mci & sprint saved $ 282 [ image ] [ image ] ( ) - - xxxx [ image ] [ image ] [ image ] ? 2001 lowermybills.com , inc. receiving special offer provided permission receive third party email communication regarding special online promotion offer . wish receive message network commerce , please click unsubscribe . third-party offer contained email sole responsibility offer originator . copyright ? 2001 network commerce inc .",1,5,623.0,124.6,114.0
6/18/2010,"greeting enron hourly trader , tradersnews energy would like provide new form use input hourly trade information , including peak hourly . please include actual physical hourly trade attached template along bid-ask indicative spread hour actual trade exist . baughman authorized distribution actual hourly trade information tradersnews energy . follow , night price reporter touch base answer question may . night contact information : a.j . alexander 713-647-7325 aj.alexander @ ipgdirect.com sara jawaid 713-647-8802 sara.jawaid @ ipgdirect.com thanks help participation , gene simpson director- source development gene.simpson @ ipgdirect.com office 713-647-6603 - 6-hub template.xls",1,6,686.0,114.33333333333333,94.0
2/11/2010,"many 1 way ticket ? interested buying bulk ! thanks , eric bass",1,4,63.0,15.75,13.0
7/24/2011,please respond,1,5,14.0,2.8,2.0
11/11/2010,thinking run trip offense team wo n't know hit . draw play . think ?,1,5,68.0,13.6,15.0
7/13/2011,let know whether come .,0,6,23.0,3.8333333333333335,5.0
10/19/2010,http : //www.hyatt.com/usa/dallas/hotels/hotel_dfwrd.html bro say place nice n't know expensive,1,3,95.0,31.666666666666668,10.0
3/31/2011,problem really- glad could help,1,2,31.0,15.5,5.0
7/11/2010,"houston office bankrupt non-bankrupt business unit : , lease , rent , receive invoice copier question regarding copier please call harry grubbs 713-853-5417 , harry.grubbs @ enron.com . bankrupt entity outside houston , office outside houston closing : , lease , rent , receive invoice copier question regarding copier please contact paula corey 713-853-9948 , paula.corey @ enron.com . non-bankrupt entity outside houston : please call harry grubbs 713-853-5417 , harry.grubbs @ enron.com .",-1,7,491.0,70.14285714285714,74.0
8/16/2011,"got right one -- thanks telling , already knew without tell . cherish sister love much . ( okay , maybe one cherished , n't tell cara said ! ) `` cindy white '' < cwhite @ viviance.com > 10/24/2000 03:59:49 pm",1,5,209.0,41.8,42.0
8/18/2010,received executed eei master power purchase sale agreement dated 2/13/01 referenced cp . copy distributed legal credit .,1,2,120.0,60.0,18.0
9/10/2011,want fred taylor ?,1,2,18.0,9.0,4.0
7/20/2010,"luis , n't heard season supposed start , early april . , try schedule practice . let know back . eric luis mena @ enron_development 03/20/2000 12:50 pm",0,7,151.0,21.571428571428573,28.0
7/20/2010,"don/juan : please advise interest ryan 's experience . thanks , johnny - ryan h resume.doc",1,7,90.0,12.857142857142858,16.0
8/17/2011,always time lunch ! ask assistant call set something . thanks note . -- sally,1,5,77.0,15.4,15.0
8/9/2011,"itinerary sally beck calgary , alberta , canada february 7 , 2001 wed , feb 7 continental flt . co 1563 ( seat 14c ) =20 9:20 depart houston-iah 12:43 pm arrive calgary international time difference calgary ( -1 hour houston ) 2:00 pm video conference dave delainey staff mtg call nella cappelletto x6971 confirm room=20 =20 3:00 pm operational risk meeting w/peggy hedstrom millinium tower , 2nd floor boardroom ( behind second cup coffee shop ) =20 hotel : sheraton suite yyc eau claire 255 barclay parade sw calgary , ab t2p 5c2 canada=20 phone : 403-266-7200 fax : 403-266-1300 confirmation : c675106591 enron canada corp. suite 3500 , canterra tower 400 =01 ) 3rd avenue s.w . calgary , alberta t2p 4h2 contact : peggy hedstrom phone : 403-974-6753 =20 fax : 403-974-6707 cell : 403-850-4893 pager : 403-294-5371 =20 thurs , feb 8 continental flt . co 1562 ( seat 14c ) =20 1:19 pm depart calgary international 6:10 pm arrive houston - iah",-1,4,944.0,236.0,167.0
1/29/2010,calendar entry : appointment description : m. bodnar/storage allocation meet lynn 's office date : 3/30/2001 time : 11:00 - 11:30 ( central standard time ) chairperson : outlook migration team detailed description :,0,6,215.0,35.833333333333336,34.0
2/6/2010,"way , think luis town . , want , qb . let know nick hiemstra 05/22/2000 10:41",1,3,77.0,25.666666666666668,17.0
3/29/2011,"please join sally beck , rick causey , david haug ut summer intern lunch friday , july 21 11:30 . location eb 50m dining room . please rsvp email phone . look forward seeing ! thanks , patti x39106 sally beck 's assistant",1,3,221.0,73.66666666666667,43.0
3/27/2011,"hey dad . thanks invite wo n't able get away lunch . great trip weekend , good live simple life every . eric '' larry w. bass '' < lwbthemarine @ bigplanet.com > 02/04/2001 07:09:48 pm",1,6,184.0,30.666666666666668,36.0
12/4/2011,-- -- original message -- -- - > : enron announcements/corp/enron >,1,4,67.0,16.75,12.0
11/25/2010,tom brady - bishop cut long time ago,-1,5,36.0,7.2,8.0
11/22/2010,": monday , october 08 , 2001 2:00 pm-3:00 pm ( gmt-06:00 ) central time ( u & canada ) . : 3125 * ~ * ~ * ~ * ~ * ~ * ~ * ~ * ~ * ~ * discussion validity information discussion methodology obtaining data . _______________________________________________________ hourly index started july 2000 16 hour peak hour ercot cinergy northern ecar serc entergy/spp main/comed provides : high , low , weighted average volume starting mid september 2001 started off-peak information publishes information website - html excel information published following morning 7:30- 8:00 a.m .",1,6,571.0,95.16666666666667,97.0
3/29/2010,"dear lynn , turn , deal documentation panama city deal panama ( everything houston ) . therefore , deal test need done houston wo n't need anyone group attend upcoming doorstep . scott michelle bruce obtain population panama also write report . best regard shona",1,2,262.0,131.0,45.0
3/28/2010,"saw job posting power trader ( 24-hr real time ) enron intranet wandering could meet discus . enron year power origination trading latin america . recently moved back u working ee couple month . enron worked year pseg trading constellation power source , trader . know northeast ( pjm mainly ) power market ( 24 hour ) fairly well . always interested getting trading business 's position caught attention . hope feel may potential match . think , please let know forward resume . thank ignacio",1,4,493.0,123.25,86.0
1/12/2011,secured open marketer seat advisory committee miso . 2 year commitment . jeff,1,5,77.0,15.4,13.0
11/1/2010,"attached executive summary , module diagram , priority matrix , promised . ( note : cl matrix file contains 2 page )",1,3,116.0,38.666666666666664,22.0
8/11/2010,"notice inform mailbox moved different exchange 2000 server . mailbox temporarily unavailable starting anytime 5pm may continue unavailable 9 pm tonight , mailbox move completed . outlook web access ( owa ) also unavailable time . blackberry user : message delivery may delayed minute . please make sure log outlook client 4:55 pm . question regarding move , please call resolution center x31411 .",1,4,396.0,99.0,64.0
10/20/2011,"'re pleased announce two new price reporter team : rachel steffens , come u gas side , gregg daileda . thank courtesy cooperation u . ? tradersnews hourly index posted feb. 6 ; industry market coverage hourly , daily term index , log www.tradersnewsenergy.com . ? bobette ? ? bobette riner ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? senior power market analyst ? ? ? ? ? ? tradersnews energy 713/647-8690 fax : 713/647-7552 cell : 832/428-7008 bobette.riner @ ipgdirect.com http : //www.tradersnewspower.com ? ?",1,2,530.0,265.0,109.0
7/7/2010,$ 1 bid bjornson $ 0 bid greg clark,0,4,35.0,8.75,9.0
2/26/2010,final presentation . worked fred stephen morning make final change . -- sally,0,6,77.0,12.833333333333334,13.0
4/19/2010,"enron 2002 holiday schedule . remember , enron 's office closed observance martin luther king day coming monday , january 21. enjoy long weekend ! new year 's day tuesday , january 1 martin luther king day monday , january 21 president 's day monday , february 18 memorial day monday , may 27 independence day thursday , july 4 labor day monday , september 2 thanksgiving day thursday , november 28 thanksgiving observance friday , november 29 christmas observance tuesday , december 24 christmas day wednesday , december 25",1,5,524.0,104.8,90.0
6/20/2010,"name title doh badge hr rep supervisor co/rc alba , mary staff tr sup 8/21/00 yes h. mcloughlin lisa peterson dozier , john spec tr sup 8/21/00 yes h. mcloughlin lisa peterson edward , williams spec gas as 8/21/00 yes h. mcloughlin lisa csikos melanie harwell spec 8/21/00 h. mcloughlin bryce baxter audry o'toole spec 8/21/00 h mcloughlin john harrison",1,5,353.0,70.6,60.0
10/18/2011,"according system record , yet logged enron performance management system ( pep ) . result temporary password pep system expired . user id new password provided . feedback phase need access pep http : //pep.corp.enron.com suggest reviewer provide feedback performance . may also requested provide feedback fellow employee , system open feedback november 17th ! helpdesk representative available answer question throughout process . may contact helpdesk : houston : 1-713-853-4777 , option 4 london : 44-207-783-4040 , option 4 e-mail : perfmgmt @ enron.com user id new pep password : user id : 90007572 password : qvkmkypq",0,2,621.0,310.5,97.0
10/16/2011,bj 's e-mail address : baddream @ email.msn.com ===== andrea walter awalters96 @ yahoo.com __________________________________________________ yahoo ! ? find one yahoo ! personal http : //personals.yahoo.com,0,2,206.0,103.0,26.0
10/17/2011,"please process request asap . thanks , sally beck bill rogers @ enron 02/12/2001 01:18 pm",1,2,89.0,44.5,16.0
11/26/2011,"dolores , signed cfa exam june . need talk get reimbursement ? thanks , eric",1,5,76.0,15.2,15.0
10/19/2011,"way , buy b/c going 100 year end . `` k. bass '' < daphneco64 @ bigplanet.com > 08/08/2000 09:43:24 please respond `` k. bass '' < daphneco64 @ bigplanet.com >",1,2,159.0,79.5,31.0
6/10/2010,find one used . need change information top page .,1,4,50.0,12.5,10.0
4/5/2011,sound great enron north america corp. : shanna husser @ ee 03/26/2001 11:18,1,4,75.0,18.75,13.0
12/26/2010,going plan one dec ?,0,2,20.0,10.0,5.0
6/29/2010,"brian , hector , lenny dropped ( shocker ) . steve venturatos graciously offered take place . thanks steve .",1,3,108.0,36.0,20.0
2/2/2010,"due pending merger dynegy regulation pertaining transaction . 24 hour group transact illinois power ( ip ) realtime power market . question , please send email call . thanks , cell : 281-787-0029 home : 281-557-2068",1,3,215.0,71.66666666666667,36.0
2/7/2011,yea . . time ? `` larry w. bass '' < lwbthemarine @ bigplanet.com > 03/22/2000 01:46:29 pm,0,3,90.0,30.0,18.0
